"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"ASV834";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium sensu stricto 1";NA
"ASV835";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV836";"Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";"Christensenellaceae R-7 group";NA
"ASV837";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV838";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV839";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV840";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV841";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"UCG-010";NA;NA
"ASV842";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA
"ASV843";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Anaerotruncus";NA
"ASV844";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"UCG-003";NA
"ASV845";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";NA;NA
"ASV846";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV847";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA
"ASV848";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV849";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA
"ASV850";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV851";"Bacteria";"Firmicutes";"Clostridia";NA;NA;NA;NA
"ASV852";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV853";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV854";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV855";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV856";"Bacteria";"Firmicutes";"Clostridia";NA;NA;NA;NA
"ASV857";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Oscillibacter";NA
"ASV858";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV859";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV860";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"[Eubacterium] brachy group";NA
"ASV861";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV862";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV863";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV864";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV865";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV866";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Acetatifactor";NA
"ASV867";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV868";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV869";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV870";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"A2";NA
"ASV871";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV872";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV873";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV874";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Harryflintia";NA
"ASV875";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV876";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV877";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Oscillibacter";NA
"ASV878";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA
"ASV879";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV880";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV881";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV882";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Butyricicoccaceae";"Butyricicoccus";NA
"ASV883";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"NK4A214 group";NA
"ASV884";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA
"ASV885";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV886";"Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";NA;NA
"ASV887";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Harryflintia";NA
"ASV888";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV889";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV890";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV891";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae FCS020 group";NA
"ASV892";"Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";"Christensenellaceae R-7 group";NA
"ASV893";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae UCG-001";NA
"ASV894";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA
"ASV895";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae UCG-006";NA
"ASV896";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"UCG-010";NA;NA
"ASV897";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Blautia";NA
"ASV898";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV899";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV900";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV901";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV902";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV903";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV904";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV905";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV906";"Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";NA;NA
"ASV907";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV908";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Acetatifactor";NA
"ASV909";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV910";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV911";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"A2";NA
"ASV912";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae UCG-006";NA
"ASV913";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV914";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";NA;NA;NA
"ASV915";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV916";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV917";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV918";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV919";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV920";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV921";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA
"ASV922";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA
"ASV923";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV924";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV925";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV926";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV927";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV928";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV929";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV930";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV931";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV932";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV933";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV934";"Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";"Christensenellaceae R-7 group";NA
"ASV935";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV936";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV937";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV938";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV939";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV940";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV941";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV942";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV943";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV944";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV945";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV946";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV947";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV948";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV949";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV950";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV951";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA
"ASV952";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"Candidatus Saccharimonas";NA
"ASV953";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV954";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Akkermansiaceae";"Akkermansia";NA
"ASV955";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"Family XIII AD3011 group";NA
"ASV956";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV957";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV958";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV959";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA
"ASV960";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Oscillibacter";NA
"ASV961";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV962";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA
"ASV963";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV964";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV965";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV966";"Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";NA;NA
"ASV967";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Coriobacteriales Incertae Sedis";NA;NA
"ASV968";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA
"ASV969";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"UCG-010";NA;NA
"ASV970";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV971";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV972";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV973";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV974";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV975";"Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";NA;NA
"ASV976";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV977";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV978";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";NA;NA;NA
"ASV979";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV980";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA
"ASV981";"Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";"Christensenellaceae R-7 group";NA
"ASV982";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV983";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV984";"Bacteria";"Firmicutes";"Clostridia";NA;NA;NA;NA
"ASV985";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Butyricicoccaceae";"Butyricicoccus";NA
"ASV986";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae FCS020 group";NA
"ASV987";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium";NA
"ASV988";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV989";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV990";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV991";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV992";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4B4 group";NA
"ASV993";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV994";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";NA;NA
"ASV995";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Oscillibacter";NA
"ASV996";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV997";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV998";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV999";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1000";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1001";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1002";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium sensu stricto 1";NA
"ASV1003";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1004";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1005";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1006";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1007";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1008";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1009";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1010";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA
"ASV1011";"Bacteria";"Deferribacterota";"Deferribacteres";"Deferribacterales";"Deferribacteraceae";"Mucispirillum";NA
"ASV1012";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1013";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";NA;NA
"ASV1014";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA
"ASV1015";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1016";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Aerococcus";NA
"ASV1017";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"[Eubacterium] siraeum group";NA
"ASV1018";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1019";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae UCG-006";NA
"ASV1020";"Bacteria";"Cyanobacteria";"Vampirivibrionia";"Gastranaerophilales";NA;NA;NA
"ASV1021";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1022";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA
"ASV1023";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1024";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1025";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1026";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1027";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1028";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1029";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA
"ASV1030";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1031";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1032";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA
"ASV1033";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
"ASV1034";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1035";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA
"ASV1036";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1037";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1038";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1039";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";NA;NA
"ASV1040";"Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";NA;NA
"ASV1041";"Bacteria";"Firmicutes";"Clostridia";"Monoglobales";"Monoglobaceae";"Monoglobus";NA
"ASV1042";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Butyricicoccaceae";"Butyricicoccus";NA
"ASV1043";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Akkermansiaceae";"Akkermansia";NA
"ASV1044";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1045";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA
"ASV1046";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV1047";"Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";NA;NA
"ASV1048";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1049";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA
"ASV1050";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1051";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1052";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Akkermansiaceae";"Akkermansia";NA
"ASV1053";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1054";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"UCG-010";NA;NA
"ASV1055";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA
"ASV1056";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";NA;NA
"ASV1057";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1058";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1059";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Coriobacteriales Incertae Sedis";NA;NA
"ASV1060";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA
"ASV1061";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA
"ASV1062";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA
"ASV1063";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Eubacterium] coprostanoligenes group";NA;NA
"ASV1064";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA
"ASV1065";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA
"ASV1066";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Jeotgalicoccus";NA
"ASV1067";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA
"ASV1068";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA
"ASV1069";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";NA;NA
"ASV1070";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA
